'DCA','IAH','47',628,288
'CLT','DCA','47',664,422
'MCO','BWI','41',826,226
'JFK','CLT','46',949,147
'ORD','PHL','49',759,486
'MCO','FLL','43',579,100
'ATL','SFO','45',538,456
'CLT','IAH','47',569,425
'MCO','JFK','43',904,478
'EWR','MSP','47',624,304
'MCO','SFO','43',899,237
'BOS','BWI','43',682,380
'JFK','MSP','46',544,386
'SEA','ATL','45',596,365
'BWI','DEN','50',972,272
'DFW','PHL','49',545,332
'ORD','PIT','47',871,306
'MCO','ORD','44',934,297
'CLT','JFK','46',629,112
'PHX','BOS','48',984,204
'DFW','MSP','47',578,289
'MSP','EWR','46',657,374
'BWI','BOS','50',710,173
'ORD','MIA','41',627,261
'MIA','FLL','49',725,188
'FLL','MIA','49',905,494
'PHL','ORD','49',995,112
'MCO','DEN','48',702,320
'ATL','SEA','45',750,408
'MSP','DFW','47',930,147
'MCO','ATL','43',580,239
'IAH','BWI','41',981,456
'FLL','MCO','47',991,253
'PHL','LAS','44',714,288
'IAH','MCO','50',959,398
'DEN','MCO','44',831,209
'MIA','ORD','41',601,329
'ORD','BOS','41',641,229
'SFO','MCO','43',978,201
'DCA','BOS','47',859,413
'SEA','ORD','47',537,172
'MSP','FLL','49',799,370
'DFW','DCA','50',528,140
'CLT','MSP','46',834,234
'PIT','SEA','47',608,420
'BOS','MIA','41',833,129
'IAH','CLT','47',631,187
'SEA','SFO','45',841,349
'MIA','DFW','50',502,163
'ORD','DEN','44',775,190
'EWR','DFW','47',963,444
'PHL','DFW','49',600,380
'SFO','FLL','43',516,121
'BOS','LAX','47',973,244
'PIT','DEN','47',733,341
'DEN','BWI','50',589,470
'FLL','PIT','47',903,489
'PIT','FLL','47',814,285
'DEN','FLL','47',758,448
'PIT','ORD','47',928,197
'BWI','IAH','41',587,225
'MIA','PHX','48',790,337
'DCA','CLT','47',508,162
'MIA','MSP','49',757,192
'DEN','PHL','44',669,400
'BWI','MCO','41',964,206
'ATL','MCO','43',593,245
'PHX','MIA','48',937,278
'BOS','PHX','48',849,130
'LAS','DEN','49',564,467
'SFO','SEA','49',808,349
'FLL','DEN','47',774,357
'ORD','DFW','49',570,493
'SFO','ATL','45',760,470
'IAH','DCA','47',863,387
'ORD','MCO','44',529,490
'DEN','PIT','47',702,153
'DEN','BOS','50',664,103
'DFW','ORD','49',847,146
'ATL','JFK','43',652,202
'MIA','DCA','47',707,422
'LAX','BOS','43',528,202
'PHL','DEN','44',964,135
'LAS','PHL','44',749,341
'MSP','CLT','46',585,182
'DEN','ORD','44',981,347
'SEA','PIT','47',685,432
'MSP','JFK','43',565,476
'DFW','EWR','47',538,469
'BOS','ORD','47',557,409
'DCA','MIA','50',710,465
'JFK','MCO','41',586,272
'LAX','DCA','47',748,373
'FLL','SFO','43',584,410
'BOS','DCA','47',747,116
'ORD','SEA','50',575,411
'MSP','MIA','47',841,310
'DFW','MIA','50',655,447
'DCA','DFW','50',750,134
'FLL','MSP','49',978,397
'BOS','DEN','50',752,186
'MIA','BOS','41',908,405
'JFK','ATL','43',896,282
'MCO','IAH','41',894,358
'DCA','LAX','47',547,156
'DEN','LAS','44',783,152
