'PIT','MIA','95',750,453
'IAH','DEN','99',615,487
'CLT','LAX','98',609,408
'ORD','DCA','99',956,288
'MIA','PIT','95',861,388
'DCA','JFK','92',507,193
'LAX','SEA','100',824,245
'MCO','FLL','98',998,402
'EWR','LAS','100',664,107
'MIA','DEN','95',619,262
'CLT','IAH','96',881,154
'LAS','ORD','100',875,101
'EWR','MSP','100',808,322
'EWR','JFK','100',938,194
'BOS','MSP','91',515,482
'PIT','CLT','98',700,181
'BOS','BWI','94',597,272
'JFK','MSP','92',507,251
'CLT','PIT','98',523,338
'LGA','PIT','98',891,351
'FLL','LGA','100',908,378
'ORD','PIT','95',550,497
'IAH','ATL','96',740,324
'JFK','DCA','99',787,475
'PIT','LGA','100',829,375
'ATL','CLT','92',774,322
'CLT','ATL','96',735,242
'MCO','LGA','100',868,214
'SEA','LAX','100',850,397
'DFW','MSP','100',534,119
'MSP','EWR','100',938,206
'BWI','BOS','91',878,171
'ORD','MIA','95',655,462
'LAX','CLT','98',889,291
'DEN','MIA','95',856,470
'MSP','DFW','100',860,458
'SEA','DEN','95',610,196
'MSP','ORD','100',853,320
'DFW','IAH','93',542,350
'PHL','DCA','92',962,496
'FLL','MCO','100',606,448
'DEN','DFW','93',882,153
'MIA','ORD','95',697,103
'JFK','IAH','92',504,196
'MSP','DCA','92',600,193
'IAH','LAX','100',608,119
'LAS','FLL','93',994,381
'BWI','MSP','91',619,385
'ATL','FLL','98',908,142
'DEN','IAH','93',607,402
'SEA','IAH','100',755,260
'IAH','CLT','96',734,346
'EWR','DFW','100',991,165
'LAX','IAH','100',727,260
'IAH','DFW','93',700,347
'LAX','PHL','100',616,219
'DTW','FLL','98',624,382
'MSP','LAS','100',637,474
'DEN','FLL','93',948,406
'LAS','EWR','100',534,109
'PIT','ORD','92',803,327
'ORD','LAS','98',982,182
'DCA','MSP','98',553,292
'LGA','FLL','100',608,269
'MIA','MSP','98',510,218
'LGA','JFK','100',860,231
'LAX','PIT','98',790,148
'ORD','JFK','99',556,238
'MIA','SEA','91',650,370
'PHL','LAX','100',596,440
'FLL','DTW','98',600,340
'FLL','ATL','98',846,136
'DFW','DEN','93',944,446
'PIT','JFK','100',560,129
'IAH','SEA','92',725,251
'LAS','DEN','93',932,396
'FLL','DEN','93',539,409
'JFK','LAS','100',856,111
'JFK','ORD','99',995,187
'ATL','DTW','92',799,145
'SEA','MIA','95',854,367
'LAS','JFK','100',520,108
'MIA','DCA','98',784,171
'MSP','BOS','91',546,241
'PIT','LAX','98',503,378
'JFK','PIT','100',610,390
'JFK','EWR','100',625,410
'ATL','IAH','96',679,260
'DTW','ATL','98',983,186
'DCA','PHL','100',934,432
'DCA','ORD','99',585,177
'MSP','JFK','92',573,371
'DFW','EWR','99',946,134
'LAS','MSP','100',608,211
'DCA','MIA','98',814,496
'MSP','BWI','91',510,269
'LAX','DCA','100',767,208
'JFK','LGA','100',854,231
'MSP','MIA','98',854,356
'MSP','IAH','92',976,294
'DEN','SEA','95',927,204
'IAH','MSP','92',965,466
'IAH','JFK','92',759,167
'ORD','MSP','100',553,120
'LGA','MCO','100',648,335
'FLL','LAS','91',747,258
'DCA','LAX','100',686,301
'DEN','LAS','93',683,141
