216,28,E947,DTW,PIT,670,659,S-TWTF-
217,27,A277,DTW,DEN,1679,2332,S-TWTFS
214,27,L549,PIT,DEN,1393,292,-----FS
215,27,L010,DEN,DTW,466,2193,SMTWT-S
213,27,B798,PIT,DTW,544,360,S-T-TFS
218,27,L549,DEN,PIT,1632,1311,SMT---S
219,23,E237,CLT,DEN,1097,1351,S-TW-FS
289,26,E671,JFK,FLL,1147,963,-M-WT-S
288,30,B477,JFK,SEA,2041,1014,-MTWTF-
281,26,E671,LAS,IAH,43,116,SMTW-F-
280,26,E671,DEN,LAS,82,1388,SMT--F-
283,26,A623,IAH,LAS,1983,487,SM-W-FS
282,27,A277,IAH,DEN,1423,94,SM-WT-S
285,26,E671,SEA,JFK,372,1856,SM---FS
284,26,E671,LAS,DEN,1084,1783,SMTW--S
287,26,A623,FLL,JFK,1814,2132,SMTWTFS
286,26,A716,SEA,FLL,1118,2212,SMT-TFS
263,25,B394,DTW,DCA,859,1407,SMTW--S
262,25,E728,CLT,DTW,879,777,-MT-TF-
261,25,B394,CLT,DCA,1430,19,--TWTFS
260,23,A835,SFO,CLT,312,587,SMTWTFS
267,23,A835,IAH,PHX,1887,530,SMT-T--
266,25,E048,DTW,CLT,132,1231,SM-W--S
265,25,E728,DCA,DTW,1400,1178,-M--TFS
264,21,B467,DCA,CLT,1894,1032,SMTWT-S
269,23,A394,DTW,PHX,2332,1893,-MTWTFS
268,23,A394,IAH,DTW,1819,1539,SMTWTF-
298,25,E048,BWI,EWR,1017,1037,SMTWTFS
299,25,B394,EWR,LAS,1200,735,----TFS
296,30,L843,PHX,DTW,101,759,SMTWT-S
297,25,E728,BWI,LAS,1384,1003,SMTWT--
294,23,E237,ORD,DTW,1813,696,SMTWTF-
295,30,B392,ORD,PHX,1343,1577,-MTW--S
292,30,B477,DTW,PHX,1777,1727,SMTW-FS
293,30,L843,PHX,ORD,1986,2018,-MTWTFS
290,26,A716,FLL,SEA,72,1879,--T-TFS
291,30,A266,DTW,ORD,1781,366,SMT--F-
319,30,L843,SFO,PHX,220,588,S-TWTFS
318,21,E096,SFO,ORD,1513,1728,SMTWTFS
313,27,B798,FLL,PHX,173,817,S-T--FS
312,30,A266,FLL,PHL,2270,546,SM-W--S
311,27,B464,PHX,FLL,919,310,-MTW-FS
310,27,B798,PHL,PHX,1506,1710,SM-WTFS
317,30,L843,PHX,SFO,586,1332,S-TWTFS
316,30,B477,ORD,PHX,1237,1582,SMTWTF-
315,30,B477,ORD,SFO,1913,1304,SM-----
314,27,L549,PHX,PHL,711,332,SMT-TFS
270,30,B392,PHX,IAH,2016,1856,S-T-TF-
271,23,E237,PHX,DTW,2100,1230,SMT-TF-
272,23,L860,DTW,IAH,1529,522,SMTWTFS
273,21,L848,IAH,SEA,1605,1233,SM-W-FS
274,21,L848,IAH,FLL,812,555,--TWTFS
275,21,E359,FLL,SEA,1682,1137,S--WTFS
276,30,A266,SEA,IAH,506,222,-MTWTF-
277,21,E359,SEA,FLL,484,1447,SMTW-FS
278,21,B467,FLL,IAH,1952,922,SMT-TF-
279,26,A716,DEN,IAH,282,1442,SM-WTF-
308,21,B467,CLT,MCO,215,970,SM-WTF-
309,27,B798,PHL,FLL,1716,1290,SMTWTF-
300,27,B798,LAS,BWI,135,2091,SMT-TFS
301,25,E048,LAS,EWR,1431,1763,SMTWT--
302,25,E728,EWR,BWI,2105,2120,SMTWTFS
303,21,E096,MCO,JFK,1247,809,SMTWTFS
304,21,E359,MCO,CLT,2163,46,---WTFS
305,21,B467,CLT,JFK,124,532,-MTW-FS
306,23,L860,JFK,MCO,1580,330,SM--TFS
307,21,B467,JFK,CLT,799,458,-MTWT-S
245,30,A266,DFW,MIA,280,454,SMT---S
244,30,B392,MSP,DFW,1960,1563,SMT--FS
247,30,B392,MIA,DFW,783,1937,S-TWTFS
246,23,A835,MIA,MSP,1916,1643,S--W-FS
241,29,B992,DTW,DTW,1160,631,-MTW-F-
240,27,B798,DTW,IAH,1629,1279,SMTWTFS
243,30,B477,MSP,MIA,1343,833,SMTW-FS
242,29,B992,DTW,IAH,1982,1396,-M-WTFS
249,26,A623,LAX,ORD,624,2035,SMTW-FS
248,30,B392,DFW,MSP,2272,469,SMT--FS
258,27,L010,EWR,CLT,161,904,-MTW-FS
259,23,L860,EWR,SFO,1979,2020,SM-WTFS
252,21,B467,ORD,LAX,702,1284,S-TWTF-
253,26,E671,ORD,SEA,594,981,--TW-FS
250,26,E671,LAX,SEA,71,468,SM-WTFS
251,26,A623,SEA,ORD,1139,142,SMTW-F-
256,23,A835,CLT,SFO,520,1133,SMTWTFS
257,23,A394,SFO,EWR,208,2172,SMTWTFS
254,26,A623,SEA,LAX,846,1841,S-T-TFS
255,23,E237,CLT,EWR,1770,718,-MTWTFS
229,29,B992,BWI,ORD,1635,86,SMTWTF-
228,27,L010,BWI,MCO,1316,161,-M-WTFS
227,29,B992,ORD,BWI,237,1754,-MTWTFS
226,29,B992,MCO,ORD,787,764,-MT-TF-
225,29,B992,MCO,BWI,1824,919,SMTWT-S
224,23,A835,LAS,CLT,1743,83,SMTWTFS
223,23,L860,DEN,LAS,143,1426,SMTWT-S
222,27,B798,DEN,CLT,1675,369,SMTWTF-
221,23,A394,LAS,DEN,1115,556,SMTWT-S
220,23,A394,CLT,LAS,741,1364,SMTWTFS
238,29,A304,IAH,DTW,1304,2228,S-T-T-S
239,29,A304,DTW,DTW,754,340,S-TW-FS
234,26,E671,DFW,LGA,1543,136,-M-WTFS
235,21,E096,DFW,MCO,1197,59,S-T-TFS
236,21,E359,MCO,LGA,1904,1029,--TWTFS
237,29,B992,IAH,DTW,286,133,-MTWTFS
230,29,A304,ORD,MCO,1270,2316,S-TWTFS
231,21,B467,LGA,DFW,793,727,--T-TFS
232,21,E096,LGA,MCO,156,2175,S-TWTF-
233,21,L848,MCO,DFW,588,635,-MTW-FS
320,30,L843,PHX,ORD,369,1205,S--WTFS
