214,11,B468,MIA,CLT,2046,1715,-MT----
212,13,L433,JFK,CLT,1472,1627,S--WTFS
213,11,B468,JFK,MIA,2288,1237,SMTW-F-
210,11,B468,CLT,MIA,508,314,SM-WTFS
211,11,A778,MIA,JFK,489,1619,S----FS
133,12,B124,SFO,BOS,1084,411,-MTWT-S
132,12,B124,EWR,SFO,1172,1134,SMTWT-S
131,12,E871,EWR,BOS,1806,947,-M-WT-S
130,18,L806,ATL,FLL,1028,666,S-TW-FS
137,13,L310,PHX,DTW,1279,134,SM--TFS
136,12,B124,SFO,EWR,726,1942,S--WTFS
135,12,B124,BOS,SFO,779,1012,-M-WTFS
134,17,E778,BOS,EWR,962,2272,-MTWTFS
139,13,L310,MIA,DTW,1725,74,SM-WT-S
138,13,A512,PHX,MIA,1821,1705,SMT-TFS
120,13,L310,ATL,DEN,539,914,SM-WTFS
121,13,A512,DEN,SEA,1067,345,SMTWTF-
122,20,A809,SEA,ATL,637,248,SMTWTF-
123,13,A512,SEA,DEN,491,55,-MTWTFS
124,13,L310,DEN,ATL,1466,1153,SMT-TFS
125,18,B892,FLL,SEA,416,1517,SM-WT-S
126,18,L806,FLL,ATL,282,1442,S--WTFS
127,18,L806,ATL,SEA,763,1602,-M-WTF-
128,19,B605,SEA,FLL,837,1767,S--WTFS
129,18,L776,SEA,ATL,1036,1167,S--W-FS
201,20,A826,MSP,PHL,1661,374,SMTW--S
199,20,A809,PHL,MSP,1738,1866,SMTW-FS
198,20,A826,LAS,PHL,858,413,---WT-S
200,13,A512,MSP,LAS,1667,1168,S-TWT--
195,17,L138,LGA,EWR,824,1137,-MT--F-
194,18,L776,LGA,JFK,1210,1811,SMT-TFS
197,20,A809,LAS,MSP,438,2309,SMTW---
196,17,L028,EWR,JFK,2211,2055,SMTWTFS
191,17,L028,JFK,LGA,2290,1330,-MTWTFS
190,15,E084,MCO,DCA,2244,1121,SMTWTFS
193,17,L138,EWR,LGA,1471,420,SMTW--S
192,17,B984,JFK,EWR,1692,162,SMTWTFS
115,18,B892,MSP,SEA,162,1641,SMTW-F-
114,18,L776,LAX,MSP,835,2134,SMTWT-S
117,18,L776,SEA,MSP,1983,800,SMTW-FS
