'PIT','DCA','23',934,244
'DCA','IAH','22',880,386
'BOS','JFK','27',818,356
'ORD','DCA','28',736,127
'ORD','PHL','30',673,456
'LAX','SEA','26',966,309
'DCA','DTW','22',574,312
'EWR','LAS','30',907,471
'EWR','DCA','22',852,308
'DTW','DCA','22',531,462
'ORD','BWI','29',840,189
'DCA','PIT','28',531,211
'MCO','BOS','28',666,127
'BOS','PIT','27',582,418
'FLL','DEN','25',807,354
'PHX','FLL','24',968,160
'PHX','MIA','24',778,294
'EWR','PHL','22',804,347
'ORD','PIT','28',713,379
'DEN','LGA','25',534,219
'BOS','SFO','22',593,380
'SEA','LAX','26',851,144
'CLT','BOS','28',762,337
'MIA','FLL','24',544,265
'DCA','EWR','29',837,194
'FLL','MIA','24',711,359
'PHL','ORD','30',956,247
'IAH','SEA','26',881,467
'SEA','BOS','27',758,165
'DEN','FLL','25',813,343
'PHL','DCA','27',817,197
'DTW','MSP','22',642,380
'SFO','EWR','23',787,478
'BWI','PHL','30',871,226
'MSP','LAX','23',506,171
'MSP','DCA','22',778,394
'IAH','LAX','26',828,189
'LAS','FLL','22',840,269
'IAH','EWR','22',769,124
'BOS','MCO','28',876,376
'PHL','LGA','27',914,119
'MSP','FLL','22',984,326
'SEA','IAH','22',839,231
'MIA','EWR','30',948,294
'CLT','MCO','28',829,493
'LAX','DFW','22',828,281
'DFW','DCA','22',630,471
'PIT','SEA','27',606,395
'SEA','EWR','29',638,126
'LAX','MSP','23',775,289
'MIA','LAS','30',740,240
'LAX','IAH','26',917,364
'EWR','DTW','25',529,229
'PIT','BOS','25',664,114
'IAH','DFW','22',593,469
'BOS','CLT','28',590,293
'BOS','SEA','27',762,178
'MSP','LAS','22',575,291
'DFW','IAH','22',704,324
'DCA','LGA','26',704,414
'LAS','EWR','22',863,103
'DCA','SEA','29',869,239
'PIT','ORD','28',603,172
'SEA','DCA','29',911,425
'BWI','ORD','30',506,368
'MIA','PHX','24',664,308
'DCA','MSP','22',525,137
'DTW','SFO','23',801,150
'LGA','FLL','25',969,442
'SFO','DTW','23',712,446
'MCO','CLT','28',674,200
'DCA','PHL','27',845,464
'SFO','BOS','22',836,267
'LGA','PHL','27',984,259
'EWR','IAH','22',659,215
'PHL','IAH','22',767,415
'LAS','MIA','30',557,391
'ORD','LAX','27',563,203
'SFO','JFK','22',685,122
'MSP','DTW','25',940,353
'ORD','DFW','22',862,401
'DTW','EWR','23',631,127
'IAH','DCA','22',605,173
'DFW','ORD','22',543,377
'JFK','SFO','22',806,134
'LGA','DCA','27',834,366
'DFW','LAX','22',608,206
'EWR','SFO','23',863,225
'DCA','ORD','28',717,358
'LGA','DEN','25',739,403
'SEA','PIT','27',685,399
'FLL','LGA','29',928,255
'EWR','SEA','29',564,488
'LAS','MSP','28',662,484
'PHL','BWI','30',512,164
'LAX','DCA','23',728,278
'FLL','PHX','26',989,277
'DCA','DFW','22',943,204
'PHL','EWR','23',828,443
'LAX','ORD','22',864,387
'EWR','MIA','30',817,158
'FLL','MSP','22',669,167
'JFK','BOS','22',726,122
'FLL','LAS','22',970,446
'DCA','LAX','23',570,132
'IAH','PHL','22',737,449
