'416','40','B287','LGA','DCA',1867,2165,'SMT-TFS'
'349','40','A228','MCO','DCA',1735,520,'SM-W-FS'
'396','37','B335','IAH','PHL',925,1852,'--TWTF-'
'420','40','A228','DCA','LGA',1203,1331,'-MTW-FS'
'381','40','A228','BWI','CLT',2194,662,'--T-T--'
'331','33','A898','PIT','MCO',1063,541,'SM-WTFS'
'325','33','L486','BWI','IAH',1231,1767,'SM-W-FS'
'355','31','B400','DCA','MSP',237,567,'SMT--FS'
'405','32','E260','DEN','ORD',1485,1830,'SMTW-FS'
'364','34','L303','IAH','DTW',18,2329,'-MT--FS'
'341','36','B035','BOS','LGA',1658,673,'-MT--FS'
'419','40','A228','SEA','DCA',276,930,'-MTWTFS'
'372','33','L557','LAX','SFO',1448,1452,'SMT--F-'
'389','40','B770','MCO','ORD',1843,815,'-MT-TF-'
'417','40','A280','DCA','SEA',1386,1753,'-MTWTFS'
'399','34','A245','IAH','JFK',1608,2250,'S-TW-FS'
'330','33','L486','MSP','BWI',298,2091,'SMTWT-S'
'379','40','A228','BOS','CLT',2280,1131,'-MTWTFS'
'354','40','B287','ATL','MCO',53,1150,'-MT-T-S'
'404','32','A000','CLT','DEN',1897,368,'SMTWTFS'
'365','34','L303','IAH','ATL',124,796,'S-TWT--'
'339','36','B035','LGA','BOS',767,1483,'SMTWTFS'
'346','33','E981','LAX','ORD',1130,237,'SMT-T-S'
'391','37','B335','PHL','MCO',1854,1345,'S-T-T-S'
'371','33','A437','LAS','LAX',1645,1593,'SMTWTFS'
'386','40','A280','FLL','ORD',555,2032,'SMT-TFS'
'414','40','A228','DCA','IAH',1121,1115,'-M-WTF-'
'398','34','E588','LAS','IAH',1846,411,'-M-W-FS'
'426','35','E164','DCA','FLL',1974,590,'---WT--'
'337','36','L226','ATL','BOS',212,1452,'SMTWTFS'
'326','33','E981','BWI','MSP',2270,663,'SMTWTFS'
'357','31','B400','SFO','MSP',1191,1011,'-MTWTFS'
'378','33','E981','LGA','DTW',2321,2086,'SMT-TFS'
'407','32','E260','ORD','DEN',1899,1298,'SM-WTFS'
'366','34','L930','ATL','DTW',514,401,'-MTWTFS'
'347','33','A898','LAX','DEN',1433,1457,'-M---FS'
'390','40','B770','ORD','FLL',2121,2344,'--T---S'
'338','36','B868','ATL','LGA',2146,1462,'SM-WTFS'
'387','40','B287','ORD','MCO',2026,1484,'-MTW-FS'
'370','32','A000','LAS','SFO',64,2059,'SMT-TF-'
'409','40','B770','IAH','SFO',71,963,'SMT-TFS'
'415','40','B770','LGA','SEA',45,1759,'S-TWT-S'
'425','35','A882','MSP','DCA',196,270,'S-T-TF-'
'320','40','E934','LGA','FLL',1588,1702,'SMT-TFS'
'401','34','L303','JFK','IAH',120,902,'---WTF-'
'336','33','E981','ORD','PIT',1010,2306,'-MTW--S'
'368','33','A437','SFO','LAX',1155,1017,'SM-W-FS'
'327','33','A437','MSP','IAH',1067,1066,'SMTWTFS'
'377','33','L486','MSP','LGA',536,294,'--TW-F-'
'356','31','B400','DCA','SFO',1642,1305,'SMTWTFS'
'406','35','A882','ORD','CLT',678,1050,'-MTWTFS'
'344','33','A437','ORD','DEN',492,1705,'--TWTF-'
'367','33','L486','SFO','LAS',2260,621,'SMT-TFS'
'393','37','B335','IAH','MCO',910,2089,'SMTW-FS'
'384','40','A280','BWI','BOS',387,2243,'SM-WT-S'
'408','32','A564','DEN','CLT',1935,897,'-MTW-F-'
'385','40','E934','FLL','MCO',73,1803,'-M-W-FS'
'359','31','B400','MSP','SFO',727,92,'SMTW-FS'
'412','36','L226','SFO','IAH',911,1921,'SMTWTF-'
'321','40','A280','FLL','DEN',438,51,'SMTWTFS'
'319','40','A228','LGA','DEN',257,1311,'SMT-TF-'
'424','32','A000','MSP','FLL',528,1689,'S-TWT--'
'400','34','A245','JFK','LAS',1610,1741,'SMTW--S'
'369','33','E981','LAX','LAS',360,846,'SMTWTFS'
'376','32','A000','MSP','DTW',334,371,'SM-WTFS'
'328','32','L530','IAH','BWI',1881,321,'S-T-TFS'
'351','40','A228','ATL','DCA',323,1190,'SMTW-FS'
'360','31','B400','SFO','DCA',1206,1946,'-MTWTFS'
'345','33','L557','DEN','LAX',1766,2334,'SMTWTF-'
'392','37','B335','PHL','IAH',1748,2085,'-MTWTF-'
'423','35','E164','DCA','MSP',1098,763,'-MTW-FS'
'358','36','B868','MSP','DCA',1241,123,'-MT-TFS'
'382','40','A228','CLT','BOS',1899,1417,'S-TWTFS'
'413','40','B770','SFO','DCA',15,752,'--TW-FS'
'322','35','A882','DEN','LGA',263,279,'S-T-TFS'
