965,96,A308,DCA,LGA,1803,1029,SM-WT-S
966,96,A308,LGA,MSP,2348,1253,SMTWT--
995,95,L558,DEN,SFO,1782,1356,-M--TFS
994,93,B929,DEN,DCA,21,1443,S--WTFS
997,91,E636,DCA,DEN,263,2144,--TWTFS
996,95,A018,SFO,DCA,984,2269,SMTWTFS
991,95,L558,DCA,DEN,2221,781,S-TWT-S
990,96,L925,DEN,LAS,326,203,SMTWTF-
993,95,E426,SFO,DEN,1925,1914,SMTWTF-
992,95,E980,DCA,SFO,280,308,--TWTFS
999,91,E179,MIA,DEN,1523,923,SMTWT--
998,91,E636,DCA,MIA,2137,1107,S--W-F-
967,95,L558,SEA,LAX,2114,783,SM-WT-S
960,95,A902,PHX,SFO,138,1220,S--W-F-
961,96,A913,MSP,DCA,1662,48,SMTWTFS
988,94,E816,DTW,LAS,76,1113,SM--TFS
989,96,L925,DTW,DEN,1482,844,SMT--FS
982,95,A902,PIT,EWR,1179,2337,S---TF-
983,94,E816,PIT,BOS,2125,710,S--WT-S
980,94,L509,EWR,BOS,446,1661,S-TWTF-
981,94,L509,BOS,PIT,1129,95,-MTWT-S
986,96,A308,LAS,DEN,1781,209,SMTWTFS
987,96,A913,DEN,DTW,43,313,SMTWT-S
984,94,E816,BOS,EWR,259,1284,SMT-TFS
985,96,L925,LAS,DTW,299,1950,---WTFS
977,94,L509,MIA,CLT,1925,888,S-TWTF-
976,91,E093,MIA,DFW,2221,106,S-T-TFS
975,94,L509,CLT,MIA,867,1932,SMT-T-S
974,94,E816,DFW,CLT,2291,982,SMTWTFS
973,94,L509,DFW,MIA,1723,2090,S-TW-FS
972,95,E980,BOS,SEA,2021,491,S-T-TF-
971,95,B943,LAX,BOS,1408,2029,SMT-TFS
970,91,E636,LAX,SEA,2076,2298,S-TWTFS
979,94,E816,EWR,PIT,1199,668,SMTW-FS
978,94,E816,CLT,DFW,1088,1024,SMTWTFS
968,95,A902,SEA,BOS,1347,1727,SMTWTFS
962,96,A913,MSP,LGA,1575,870,SMTW---
963,96,L925,LGA,DCA,309,1331,---WTFS
969,95,E980,BOS,LAX,632,1511,SM-WTFS
959,95,A902,IAH,PHX,1445,1168,SMTW-FS
958,100,E510,IAH,SFO,185,662,-MTWTF-
957,95,B623,PHX,IAH,979,115,SMT-T-S
956,95,B943,SFO,PHX,977,1162,--T-T-S
964,96,L937,DCA,MSP,957,1324,SM--TFS
