'LAS','IAH','75',673,111
'BWI','SEA','71',731,360
'ATL','EWR','75',805,335
'SFO','IAH','72',694,417
'BWI','LGA','72',933,253
'DCA','JFK','71',664,133
'SFO','PHL','78',715,447
'EWR','PHX','71',778,185
'MIA','DEN','75',825,403
'MSP','SEA','74',703,371
'PIT','EWR','77',543,491
'SFO','PIT','77',686,401
'EWR','MSP','71',706,305
'MCO','LAX','71',616,318
'EWR','ATL','75',852,323
'LGA','SEA','79',558,265
'PHL','EWR','76',544,167
'DTW','DFW','72',539,402
'JFK','DCA','71',917,102
'EWR','DEN','75',523,487
'PHX','BOS','72',940,325
'MSP','EWR','71',993,226
'LAX','MCO','71',641,204
'CLT','BOS','72',649,488
'PIT','SFO','74',587,326
'IAH','LAS','75',935,175
'MIA','BWI','77',876,281
'DEN','MIA','76',555,397
'SEA','BWI','77',881,128
'LAS','LAX','71',507,202
'LAS','LGA','76',860,374
'SEA','DEN','74',749,111
'MCO','PHL','71',887,490
'LGA','BWI','72',659,182
'JFK','DTW','75',899,174
'PHL','PHX','71',971,141
'SFO','EWR','77',825,177
'IAH','SFO','72',888,494
'JFK','IAH','75',509,322
'DEN','EWR','75',959,178
'PHL','LGA','78',776,435
'SEA','IAH','79',760,319
'SFO','PHX','75',645,400
'EWR','PIT','77',521,389
'IAH','LGA','79',654,167
'CLT','PHX','72',985,354
'IAH','DTW','75',862,461
'EWR','DFW','72',731,257
'EWR','DTW','72',808,225
'DTW','IAH','75',879,168
'LAX','PHL','71',847,335
'PHL','MCO','80',502,492
'PHX','SFO','72',692,217
'BOS','CLT','72',876,469
'MSP','LAS','75',641,220
'IAH','PHX','72',976,251
'DCA','LGA','71',577,471
'PHX','EWR','71',598,278
'PHL','SFO','78',923,220
'DEN','MSP','74',854,483
'LGA','LAS','72',807,481
'SFO','LGA','78',859,351
'SEA','MSP','74',556,187
'DTW','JFK','75',898,138
'MIA','MSP','75',865,353
'LGA','MSP','71',523,388
'LGA','JFK','72',941,473
'LAS','DCA','71',658,488
'MIA','SEA','77',646,112
'DEN','ATL','75',656,416
'PHL','LAX','71',866,175
'MSP','DEN','74',604,452
'LGA','PHL','78',718,195
'LGA','SFO','75',904,475
'ATL','DEN','75',995,456
'IAH','SEA','80',998,472
'LGA','EWR','71',678,212
'BOS','PHX','72',628,349
'BWI','MIA','77',700,470
'MSP','LGA','71',704,376
'DTW','EWR','71',563,379
'DFW','DTW','72',711,194
'DCA','LAS','71',763,202
'SEA','MIA','77',575,351
'PHX','CLT','77',554,171
'LGA','DCA','71',879,161
'EWR','SFO','77',638,172
'PHX','PHL','71',953,157
'DFW','EWR','72',973,499
'PHX','IAH','72',928,250
'SEA','LGA','79',501,288
'LAS','MSP','75',704,434
'LAX','DCA','71',669,494
'LAS','BWI','72',603,325
'LAX','LAS','71',530,161
'JFK','LGA','71',746,182
'MSP','MIA','75',822,362
'MSP','IAH','75',951,147
'EWR','PHL','71',973,368
'DEN','SEA','77',835,358
'IAH','MSP','76',558,343
'IAH','JFK','72',875,441
'BWI','LAS','72',581,175
'LGA','IAH','79',866,249
'DCA','LAX','71',807,461
'EWR','LGA','76',746,284
