498,45,L116,SEA,MSP,229,1032,-M-WTFS
499,45,B875,MSP,BWI,564,1566,S--WTFS
494,41,B467,PIT,PHL,605,142,SMT-TFS
495,44,L038,PIT,LAS,1128,765,SMT-TF-
496,44,L840,LAS,PHL,1475,1792,S-TWTFS
497,45,A887,SEA,BWI,841,2262,SM-WTFS
490,45,L116,SEA,ATL,2232,680,-M-WT-S
491,44,L840,PHL,PIT,863,2094,-MTWTFS
492,44,B897,PHL,LAS,1761,253,SMTWTFS
493,44,L840,LAS,PIT,444,131,--TWTF-
524,46,B078,DCA,MCO,612,674,SMTW-FS
525,48,L196,DCA,ORD,511,513,SM-WT-S
528,44,L840,DTW,MSP,768,1787,S--WTFS
530,45,L116,DCA,DTW,153,1327,SMT-TF-
437,49,A011,JFK,DTW,1961,1301,S-TWT-S
513,50,A622,MIA,SEA,775,1167,SM-WTF-
429,48,A926,LGA,MSP,1012,1083,SMT-TF-
428,46,B526,LGA,SEA,137,544,SM--TFS
526,48,L022,ORD,MCO,764,1986,-MTWTFS
527,44,L038,DTW,DCA,1294,73,SMTWTFS
520,48,L022,CLT,IAH,2298,2072,S-T-T-S
521,48,A648,MCO,DCA,711,896,S-TWT--
522,48,L196,MCO,ORD,1418,566,SM-WTF-
523,48,L022,ORD,DCA,1974,1359,SMTWT--
529,44,A568,MSP,DCA,469,1085,SM-W--S
427,48,A926,MSP,LGA,657,1169,SM-WTF-
449,45,L116,DFW,BOS,1952,1407,SMTW-F-
448,46,B078,MCO,BOS,2141,868,SM-WTF-
516,48,L196,IAH,CLT,134,503,SMTWTFS
443,46,L586,BOS,LAX,1151,539,SMTW-F-
442,49,A011,LAS,JFK,882,1962,-MT--FS
441,49,A011,DTW,LAS,1753,938,-MTWTFS
440,43,A740,DTW,JFK,2160,1558,SMTWT--
447,46,L586,LAX,MCO,2007,761,SMTW-FS
446,50,L149,LAX,BOS,1298,741,-M-WT-S
445,46,L586,MCO,LAX,1424,859,S-TWTFS
444,46,L586,BOS,MCO,998,125,SM-WTFS
519,48,A648,EWR,CLT,512,566,S-TWTFS
518,50,A978,EWR,IAH,1882,1004,-MTWTF-
438,49,A011,JFK,LAS,1061,1720,SMTWTFS
439,49,A011,LAS,DTW,2030,110,SMT-T-S
436,44,B145,BWI,EWR,1643,2349,SM--TFS
510,50,A978,LAX,SEA,1896,1229,SM-WTFS
434,47,A630,DTW,EWR,976,257,SMT-T-S
435,44,L840,DTW,BWI,87,546,S-TWTF-
432,44,A209,EWR,BWI,2221,761,--T-T-S
433,44,A568,BWI,DTW,736,1456,-MT--F-
430,48,A926,MSP,SEA,2325,2225,S--W---
431,44,A209,EWR,DTW,2132,236,S-TWT-S
458,48,A926,FLL,MSP,2128,28,-MTW-FS
459,44,B145,FLL,CLT,1412,643,SMTWTFS
450,45,B875,DFW,PHX,219,903,SMTWTFS
451,45,L495,PHX,BOS,598,1879,-MTW-F-
452,45,L116,BOS,DFW,1782,937,SMTW-FS
453,45,E132,BOS,PHX,456,840,SMT-T--
454,45,B875,PHX,DFW,450,837,SMTWTFS
455,44,L038,MSP,FLL,1482,540,SMT-T--
456,44,L840,MSP,CLT,2069,43,SMTW--S
457,44,A209,CLT,FLL,1332,2027,SMT--FS
517,48,A926,CLT,EWR,1844,1409,SMTWTF-
508,48,L022,LAS,CLT,1317,25,--TW-FS
509,50,A622,LAX,MIA,1280,1968,S-T-TFS
506,44,B897,DTW,CLT,536,2318,SMTW-F-
507,48,L022,DTW,LAS,1705,1985,SMT-TFS
504,48,L196,CLT,LAS,731,922,-MTWTFS
505,48,L022,LAS,DTW,906,2311,S-T--FS
502,45,A887,MSP,SEA,1304,1277,S-TWTFS
503,48,A926,CLT,DTW,1599,1355,--TWT-S
500,46,L586,BWI,SEA,1460,1965,S-TW-FS
501,45,L495,BWI,MSP,2210,1222,SM-WTFS
469,50,L149,LGA,FLL,168,867,SMT-TFS
468,50,A978,LAX,LGA,94,1725,-MTWTFS
465,44,L840,CLT,ORD,2250,1952,SMTW--S
464,46,B526,CLT,LGA,1251,616,SMT-T-S
467,50,L149,LAX,FLL,1022,91,S-TWTF-
466,44,L840,ORD,LGA,414,851,SM-WT-S
461,44,A568,LGA,CLT,1692,1747,SMT-TFS
460,44,A568,CLT,MSP,2035,852,-M-WT-S
463,44,A568,ORD,CLT,216,924,---WTFS
462,44,A209,LGA,ORD,1368,526,SMTWTFS
511,50,L580,SEA,MIA,1038,386,S-TWTFS
489,45,L116,EWR,SEA,2307,298,SMTWTFS
488,42,L853,EWR,ATL,2299,1895,SMTW-FS
487,45,L495,SEA,EWR,2130,602,SMTW-FS
486,45,B875,ATL,SEA,935,1678,SMT-TF-
485,45,A714,ATL,EWR,94,2267,--TWTFS
484,41,E550,MCO,LGA,1276,292,SMTWTFS
483,41,E550,CLT,MCO,557,1361,SMT-T-S
482,44,B145,CLT,LGA,1924,137,S-TWT-S
481,41,B467,MCO,CLT,983,1867,SMTWT--
480,41,E550,LGA,MCO,999,1967,S-TWTFS
512,49,A011,MIA,LAX,729,753,-MT-TFS
515,48,L196,IAH,EWR,205,806,SMT--FS
514,50,A978,SEA,LAX,1397,1123,-MTWTFS
472,50,A622,LGA,LAX,294,1836,SMTWT-S
473,45,L495,LGA,LAS,1910,1297,S--WTFS
470,43,A740,FLL,LAX,844,1985,--TWTFS
471,50,L149,FLL,LGA,276,1053,--T-TF-
476,45,E132,LAS,LGA,307,2198,S--WTFS
477,45,L495,LAS,FLL,728,394,S-TW---
474,45,A714,LGA,FLL,522,396,SMTWT-S
475,45,L116,FLL,LAS,1384,1539,SMTWTF-
478,45,A887,FLL,LGA,272,698,--TWTFS
479,41,B467,LGA,CLT,2191,843,-MTW--S
